189.37962341308594, -70.61505889892578
189.36801147460938, -71.61499786376953
189.35641479492188, -72.61492919921875
189.34481811523438, -73.61486053466797
189.33322143554688, -74.61479187011719
189.32162475585938, -75.6147232055664
189.3100128173828, -76.61466217041016
189.2984161376953, -77.61459350585938
189.2868194580078, -78.6145248413086
189.2752227783203, -79.61445617675781
189.2636260986328, -80.61438751220703
189.25201416015625, -81.61432647705078
189.24041748046875, -82.6142578125
189.22882080078125, -83.61418914794922
189.21722412109375, -84.61412048339844
189.20562744140625, -85.61405181884766
189.1940155029297, -86.6139907836914
189.1824188232422, -87.61392211914062
189.1708221435547, -88.61385345458984
189.1592254638672, -89.61378479003906
189.1476287841797, -90.61371612548828
189.13601684570312, -91.6136474609375
189.12442016601562, -92.61358642578125
189.11282348632812, -93.61351776123047
189.10122680664062, -94.61344909667969
189.08963012695312, -95.6133804321289
189.07801818847656, -96.61331176757812
189.06642150878906, -97.61324310302734
189.05482482910156, -98.6131820678711
189.04322814941406, -99.61311340332031
189.03135681152344, -100.55740356445312
189.0128173828125, -101.43614959716797
188.98561096191406, -102.3146743774414
188.94972229003906, -103.19287872314453
188.9051513671875, -104.07069396972656
188.85189819335938, -104.9480209350586
188.7899932861328, -105.82478332519531
188.71942138671875, -106.70088958740234
188.6402130126953, -107.57624816894531
188.55233764648438, -108.45079040527344
188.45582580566406, -109.32442474365234
188.35069274902344, -110.19705200195312
188.23695373535156, -111.06859588623047
188.1145782470703, -111.93898010253906
187.98362731933594, -112.80812072753906
187.84410095214844, -113.67591094970703
187.69598388671875, -114.54228210449219
187.53933715820312, -115.40715789794922
187.37413024902344, -116.27043151855469
187.2003936767578, -117.13203430175781
187.0181884765625, -117.99188232421875
186.8274688720703, -118.8498764038086
186.62828063964844, -119.7059555053711
186.42063903808594, -120.56002807617188
186.20457458496094, -121.41199493408203
185.98008728027344, -122.26179504394531
185.7472381591797, -123.10932922363281
185.50601196289062, -123.95452117919922
185.25645446777344, -124.79728698730469
184.99856567382812, -125.63755798339844
184.73240661621094, -126.4752197265625
184.45797729492188, -127.31021881103516
184.17529296875, -128.14247131347656
183.88441467285156, -128.9718780517578
183.58535766601562, -129.7983856201172
183.27813720703125, -130.62188720703125
182.96279907226562, -131.4423065185547
182.6393585205078, -132.25958251953125
182.30787658691406, -133.07362365722656
181.9683380126953, -133.88433837890625
181.62083435058594, -134.691650390625
181.26536560058594, -135.49551391601562
180.90196228027344, -136.29580688476562
180.53067016601562, -137.0924835205078
180.15151977539062, -137.88543701171875
179.76455688476562, -138.67462158203125
179.36981201171875, -139.45993041992188
178.9673309326172, -140.24130249023438
178.55714416503906, -141.0186767578125
178.13929748535156, -141.79193115234375
177.7138214111328, -142.56103515625
177.28079223632812, -143.32589721679688
176.84017944335938, -144.08644104003906
176.39212036132812, -144.84259033203125
175.93658447265625, -145.59426879882812
175.47364807128906, -146.34141540527344
175.00335693359375, -147.08395385742188
174.52574157714844, -147.82180786132812
174.04086303710938, -148.55490112304688
173.54876708984375, -149.28318786621094
173.0494842529297, -150.00656127929688
172.5430908203125, -150.7249755859375
172.02963256835938, -151.43832397460938
171.50912475585938, -152.14657592773438
170.98165893554688, -152.8496551513672
170.44728088378906, -153.5474853515625
169.906005859375, -154.24000549316406
169.35792541503906, -154.92713928222656
168.80308532714844, -155.60882568359375
168.24154663085938, -156.2849884033203
167.67333984375, -156.95556640625
167.0985565185547, -157.62051391601562
166.5172119140625, -158.2797393798828
165.92938232421875, -158.93319702148438
165.33509826660156, -159.58079528808594
164.73448181152344, -160.22251892089844
164.12754821777344, -160.8582305908203
